mapName=Cons_HRS_QTL
QGlb-dsr01-1a	Stay Green	null	null	null	A	A	1.0	0.157	20.92839730609261	18.809587999092606	23.047206616092613
QGlm-dsr01-1	Stay Green	null	null	null	A	A	1.0	0.052000000000000005	55.686948362633224	49.28977411263322	62.08412261263322
QGlab-dsr01-1a	Stay Green	null	null	null	A	A	1.0	0.09300000000000001	58.57074033909385	54.993825699093854	62.14765497909385
QGlb-dsr01-1b	Stay Green	null	null	null	A	A	1.0	0.066	59.53200433124739	54.49180643124738	64.57220223124739
GL45 9	Stay Green	null	null	null	A	A	1.0	0.08	64.12254645015398	59.61480305015398	68.63028985015397
GL30 10	Stay Green	null	null	null	A	A	1.0	0.057	69.17349357437374	62.846836174373735	75.50015097437374
GL30 9	Stay Green	null	null	null	A	A	1.0	0.09300000000000001	89.35707686466708	85.47944816466708	93.23470556466708
QPglm-dsr01-2	Stay Green	null	null	null	A	A	1.0	0.071	92.79735194312984	86.85503287391734	98.73967101234234
QGlam-sbi01-2	Stay Green	null	null	null	A	A	8.7	0.01	95.05068831464928	57.053024194275075	136.8511838244417
QGlaa-sbi01	Stay Green	null	null	null	A	A	11.8	0.01	95.05068831464928	67.10010730228586	129.88119516751863
GL45 2	Stay Green	null	null	null	A	A	1.0	0.057999999999999996	100.889458765701	94.671881665701	107.107035865701
GL30 1	Stay Green	null	null	null	A	A	1.0	0.052000000000000005	100.889458765701	93.954468965701	107.82444856570099
GL45 1	Stay Green	null	null	null	A	A	1.0	0.08800000000000001	101.40281970656575	97.30487119656576	105.50076821656576
QGlam-sbi01-1	Stay Green	null	null	null	A	A	7.4	0.01	106.0400207563932	66.00265227961813	153.83900866409164
GL15 6	Stay Green	null	null	null	A	A	1.0	0.062	108.6043223954639	102.78787934546389	114.4207654454639
GL30 8	Stay Green	null	null	null	A	A	1.0	0.059000000000000004	108.6043223954639	102.49212800546388	114.71651678546391
