mapName=Consqtl
St3	Stay Green	null	null	null	C	C	1.0	0.299	166.1214533271164	163.32144032108005	168.92146633315275
QGlm-dsr03b	Stay Green	null	null	null	C	C	1.0	0.067	209.15399193418125	204.18902087418124	214.11896299418123
QGlam-dsr03b	Stay Green	null	null	null	C	C	1.0	0.059000000000000004	209.74439351755615	204.10620603755615	215.38258099755615
QGlab-dsr03a	Stay Green	null	null	null	C	C	1.0	0.155	210.97654447623145	208.83039569623145	213.12269325623146
QGlb-dsr03a	Stay Green	null	null	null	C	C	1.0	0.187	215.295985751197	213.517092371197	217.074879131197
QPglm-dsr03	Stay Green	null	null	null	C	C	1.0	0.049	217.8846590717037	211.0958210917037	224.67349705170372
QGlm-dsr03a	Stay Green	null	null	null	C	C	1.0	0.159	218.42945193855522	216.33729431855522	220.5216095585552
QGlb-dsr03b	Stay Green	null	null	null	C	C	1.0	0.049	218.42945193855522	211.6406139585552	225.21828991855523
QGlam-dsr03a	Stay Green	null	null	null	C	C	1.0	0.126	219.53357461357555	216.89347095357556	222.17367827357555
QPglam-dsr03	Stay Green	null	null	null	C	C	1.0	0.084	219.9332720132979	215.9731165232979	223.89342750329791
QGlaa-sbi03	Stay Green	null	null	null	C	C	1.0	0.061	237.84067307692288	210.57402867692286	265.10731743692287
QPglam-sbi03	Stay Green	null	null	null	C	C	1.0	0.052000000000000005	237.84067307692288	205.85480177692287	269.8265443469229
GL45 12	Stay Green	null	null	null	C	C	1.0	0.055999999999999994	244.31630732019102	237.876673940191	250.75594070019102
GL30 2	Stay Green	null	null	null	C	C	1.0	0.124	246.54137489603852	243.63315337603854	249.4495964160385
GL15 1	Stay Green	null	null	null	C	C	1.0	0.263	258.2293231580748	256.85814646807484	259.6004998480748
QGlab-dsr03b	Stay Green	null	null	null	C	C	1.0	0.049	259.8555752247139	253.0667372447139	266.6444132247139
