mapName=Klien_cons
Organism Genus=Sorghum
Organism Species=bicolor
crossType=unknown
popSize=0
mappingCrossType=unknown
mappingFunction=unknown
mapUnit=cM
mapExpansion=0
mapQuality=0
locusLocation=1
chr=A
lg=A
1	txp46	0.0
2	txp248	0.0
3	txp316	0.0
4	umc164	0.0
5	txs1075	2.6
6	rz273	3.5
7	txs1153	7.900000000000006
8	txp340	12.0
9	umc157	13.900000000000006
10	rz329	18.599999999999994
11	txp319	20.299999999999983
12	txs1625	26.099999999999994
13	txp61	36.29999999999998
14	txp284	41.0
15	bnl5.09	41.0
16	cdo1387	41.0
17	txs300	41.0
18	isu133	48.0
19	gap36	49.29999999999998
20	txs1765	51.29999999999998
21	txp279	59.29999999999998
22	txp229	62.79999999999998
23	txp75	62.79999999999998
24	cdo938	68.19999999999999
25	gap57	75.29999999999998
26	txp58	75.29999999999998
27	umc95	77.79999999999998
28	txs1225	81.9
29	txs1129	90.29999999999998
30	isu164	90.29999999999998
31	rz251	91.69999999999999
32	txp335	95.0
33	txp37	99.0
34	isu165	111.6
35	txp32	117.3
36	cdo20	119.19999999999999
37	txs490	123.8
38	txs1573	123.8
39	txp88	128.2
40	txs1060	128.2
41	txp149	131.0
42	txp43	134.1
43	txs361	137.89999999999998
44	umc167	142.2
45	umc115	150.0
46	umc124	153.39999999999998
47	umc166	161.5
48	umc83	161.5
49	txp357	161.5
50	umc128	169.89999999999998
51	umc27	186.39999999999998
52	txs1075	189.2
53	cdo121	198.3
54	txp302	199.9
55	txp325	205.1
56	umc90	205.1
57	txp350	205.1
58	bcd808	205.1
59	phya	205.1
60	txs547	205.1
61	isu111	205.1
62	phyc	206.79999999999998
63	txs1082	207.2
64	txp208	208.2
65	umc147	211.79999999999998
66	umc161	215.5
67	gap256	215.5
68	cdo457	218.4
69	umc84	219.7
